item,itemLabel,startDate,endDate
Q6242479,John Kaputin,1999,2000
Q316264,Michael Somare,2000,2000
Q809205,Bart Philemon,2000,2001
Q17318841,John Pundari,2001,2001
Q3182674,John Waiko,2001,2002
Q2003366,Rabbie Namaliu,2002,2006
Q316264,Michael Somare,2006,2006
Q3372294,Paul Tiensten,2006,2007
Q58169,Sam Abal,2007,2010
Q1239419,Don Polye,2010,2011
Q567469,Ano Pala,2011,2012
Q28086377,Paru Aihi,2011,2012
Q2117670,Puka Temu,2012,2012
Q17318820,Rimbink Pato,2012,2019
Q64747295,Soroi Eoe,2019,2019
Q35553617,Patrick Pruaitch,2019,2020
Q64747295,Soroi Eoe,2020,2022
"",Justin Tkatchenko,2022,
